"bZIP29_1";"bZIP29_2";"bZIP29_3";"WT_1";"WT_2";"WT_3"
"525";27.1454781576652;32.1388890392532;35.2026258771886;NA;34.2509706432988;41.2628696890881
"526";46.8232243723582;43.0520943516476;44.6487687780442;45.7430582118945;46.6152220545625;49.6064646629846
"528";24.092974589735;25.3807114375411;29.597914422681;21.3682361130681;17.7985393299239;28.5704918803122
"532";54.945064222744;NA;50.1275316605405;67.0039162540426;69.3494907784988;49.6064646629846
"533";20.6589080758135;18.1719886623815;17.5068515095858;21.3682361130681;NA;16.6366227055269
"534";14.1178290016773;13.4162340537692;12.342960057118;16.2140887089109;15.8541610837977;NA
"537";36.8480787843005;36.8445830730379;44.0190259179872;32.5892445242018;40.6823756112545;39.1896127561805
"538";60.6685084126131;50.7614228750822;NA;40.4815327368174;43.8232943165352;52.8933354102772
"541";200.647600599127;627.05876028923;719.607166187181;116.773652125435;91.4356334203931;NA
"542";67.2640964790338;253.056205752998;258.761341197438;26.3613164108453;21.6872958221761;223.608345300426
"543";22.1851598597786;17.6713829141065;20.214745807831;NA;27.5702864130193;19.7212244837553
"546";15.0989908627977;15.3185358972141;19.7739258057911;NA;20.839746330275;18.4064761848383
"547";18.7510933458571;22.9277432709937;27.6457115565041;18.8448514464495;21.1388814450636;31.4022574472104
"549";143.958248623281;NA;148.871212117485;144.155060210019;NA;135.216805819389
"552";31.9422694786984;32.6394947875282;28.7162744186011;NA;37.7408803158329;27.4074453081933
"554";18.5875663690037;NA;14.9249057833519;17.6636926663301;16.1532961985864;16.1815175251326
"557";102.149851541093;NA;132.560872042007;NA;90.9869307482102;93.2459947385766
"558";440.541675643072;NA;362.102144532799;557.453255180869;NA;352.301976867496
"559";18.860111330426;13.2660523292868;14.8619314973462;18.7374733755295;14.3086296573898;16.3332192519307
